"Name","Live Bytes","Live Objects"
"java.lang.invoke.DirectMethodHandle$Constructor","920 B (0%)","23 (0%)"
"java.nio.DirectByteBuffer$Deallocator","736 B (0%)","23 (0%)"
"sun.management.MappedMXBeanType$BasicMXBeanType","736 B (0%)","23 (0%)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","552 B (0%)","23 (0%)"
"sun.reflect.NativeMethodAccessorImpl","528 B (0%)","22 (0%)"
"java.util.EnumMap","880 B (0%)","22 (0%)"
"com.sun.jmx.mbeanserver.NamedObject","528 B (0%)","22 (0%)"
"java.util.PropertyPermission","672 B (0%)","21 (0%)"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","672 B (0%)","21 (0%)"
"java.lang.ThreadLocal","320 B (0%)","20 (0%)"
"com.sun.jmx.mbeanserver.MXBeanSupport","800 B (0%)","20 (0%)"
"javax.management.MBeanOperationInfo","800 B (0%)","20 (0%)"
"java.io.ObjectStreamClass$FieldReflector","800 B (0%)","20 (0%)"
"java.io.File","640 B (0%)","20 (0%)"
"javax.management.MBeanNotificationInfo[]","440 B (0%)","20 (0%)"
"sun.management.DiagnosticCommandArgumentInfo[]","488 B (0%)","19 (0%)"
"java.net.Inet6Address","608 B (0%)","19 (0%)"
"java.util.Properties","912 B (0%)","19 (0%)"
"java.net.Inet6Address$Inet6AddressHolder","608 B (0%)","19 (0%)"
"java.util.Locale","608 B (0%)","19 (0%)"
"javax.management.MBeanParameterInfo[]","456 B (0%)","19 (0%)"
"sun.management.DiagnosticCommandInfo","912 B (0%)","19 (0%)"
"sun.util.locale.BaseLocale$Key","760 B (0%)","19 (0%)"
"sun.util.locale.BaseLocale","608 B (0%)","19 (0%)"
"java.util.Locale$LocaleKey","456 B (0%)","19 (0%)"
"sun.management.DiagnosticCommandImpl$Wrapper","608 B (0%)","19 (0%)"
"javax.management.MBeanParameterInfo","576 B (0%)","18 (0%)"
"java.util.Collections$SynchronizedSet","432 B (0%)","18 (0%)"
"sun.misc.MetaIndex","432 B (0%)","18 (0%)"
"javax.management.openmbean.ArrayType","1,008 B (0%)","18 (0%)"
"java.lang.invoke.Invokers","432 B (0%)","18 (0%)"
"java.text.DateFormat$Field","432 B (0%)","18 (0%)"
"java.util.concurrent.ThreadPoolExecutor$Worker","816 B (0%)","17 (0%)"
"sun.invoke.util.ValueConversions$WrapperCache","272 B (0%)","17 (0%)"
"java.util.concurrent.LinkedBlockingQueue","816 B (0%)","17 (0%)"
"javassist.bytecode.LocalVariableTypeAttribute","384 B (0%)","16 (0%)"
"com.tvd12.ezyfox.concurrent.EzyThreadFactory","768 B (0%)","16 (0%)"
"sun.nio.ch.DatagramSocketAdaptor","896 B (0%)","16 (0%)"
"sun.nio.ch.OptionKey","384 B (0%)","16 (0%)"
"sun.nio.ch.DatagramChannelImpl","2,048 B (0%)","16 (0%)"
"java.lang.StringCoding$StringDecoder","512 B (0%)","16 (0%)"
"java.lang.management.PlatformComponent[]","328 B (0%)","16 (0%)"
"java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle","480 B (0%)","15 (0%)"
"com.tvd12.ezyfoxserver.constant.EzyCommand","480 B (0%)","15 (0%)"
"sun.reflect.annotation.AnnotationType","480 B (0%)","15 (0%)"
"javax.management.StandardMBean","360 B (0%)","15 (0%)"
"java.lang.reflect.WeakCache$CacheValue","480 B (0%)","15 (0%)"
"com.sun.proxy.$Proxy2","240 B (0%)","15 (0%)"
"java.util.ResourceBundle$BundleReference","720 B (0%)","15 (0%)"
"java.util.ResourceBundle$CacheKey","840 B (0%)","15 (0%)"
"java.util.zip.ZipFile$ZipFileInputStream","840 B (0%)","15 (0%)"
"java.lang.reflect.Type[]","328 B (0%)","15 (0%)"
"java.util.ResourceBundle$LoaderReference","480 B (0%)","15 (0%)"
"java.lang.management.PlatformComponent","720 B (0%)","15 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ThreadInfo","1,200 B (0%)","15 (0%)"
"java.lang.reflect.Proxy$Key1","480 B (0%)","15 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyAddCommandImpl","224 B (0%)","14 (0%)"
"com.tvd12.ezyfox.util.EzyListExceptionHandlers","336 B (0%)","14 (0%)"
"sun.net.www.protocol.jar.URLJarFile","1,120 B (0%)","14 (0%)"
"java.util.concurrent.atomic.AtomicLong","336 B (0%)","14 (0%)"
"javax.management.openmbean.CompositeType","784 B (0%)","14 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyHandleExceptionImpl","336 B (0%)","14 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyAddExceptionHandlerImpl","336 B (0%)","14 (0%)"
"java.lang.invoke.LambdaFormEditor$Transform$Kind","336 B (0%)","14 (0%)"
"javax.management.openmbean.SimpleType","560 B (0%)","14 (0%)"
"com.tvd12.ezyfoxserver.wrapper.impl.EzyEventControllersImpl","224 B (0%)","14 (0%)"
"javassist.bytecode.ExceptionTableEntry","416 B (0%)","13 (0%)"
"java.lang.invoke.SimpleMethodHandle","312 B (0%)","13 (0%)"
"org.xml.sax.helpers.LocatorImpl","416 B (0%)","13 (0%)"
"javax.management.MBeanConstructorInfo[]","216 B (0%)","13 (0%)"
"com.google.gson.internal.bind.TypeAdapters$31","312 B (0%)","13 (0%)"
"java.lang.management.ManagementPermission","312 B (0%)","13 (0%)"
"sun.reflect.generics.tree.FieldTypeSignature[]","256 B (0%)","13 (0%)"
"java.util.Hashtable$KeySet","192 B (0%)","12 (0%)"
"com.tvd12.ezyfox.bean.impl.EzySimpleBeanContext","480 B (0%)","12 (0%)"
"com.tvd12.ezyfox.util.EzyMapFactory","192 B (0%)","12 (0%)"
"com.sun.jmx.mbeanserver.PerInterface","480 B (0%)","12 (0%)"
"ch.qos.logback.core.joran.spi.HostClassAndPropertyDouble","288 B (0%)","12 (0%)"
"com.sun.jmx.remote.util.ClassLogger","288 B (0%)","12 (0%)"
"com.tvd12.ezyfox.bean.impl.EzySimplePrototypeFactory","384 B (0%)","12 (0%)"
"java.io.ObjectStreamClass$ExceptionInfo","288 B (0%)","12 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory","192 B (0%)","12 (0%)"
"com.tvd12.ezyfox.bean.impl.EzySimpleSingletonFactory","480 B (0%)","12 (0%)"
"org.QTS.app.service.commons.QworldCommondService","192 B (0%)","12 (0%)"
"sun.nio.cs.UTF_8$Decoder","480 B (0%)","12 (0%)"
"com.tvd12.ezyfoxserver.support.manager.EzyFeatureCommandManager","288 B (0%)","12 (0%)"
"com.tvd12.ezyfox.properties.EzySimplePropertiesReader","288 B (0%)","12 (0%)"
"com.tvd12.ezyfox.bean.impl.EzySimpleBeanNameTranslator","192 B (0%)","12 (0%)"
"sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","480 B (0%)","12 (0%)"
"com.tvd12.ezyfox.binding.impl.EzySimpleMarshaller","288 B (0%)","12 (0%)"
"com.tvd12.ezyfox.binding.impl.EzySimpleUnmarshaller","480 B (0%)","12 (0%)"
"java.util.Stack","384 B (0%)","12 (0%)"
"java.util.Collections$SingletonList","288 B (0%)","12 (0%)"
"org.QTS.common.service.CommonService","192 B (0%)","12 (0%)"
"sun.reflect.generics.tree.FormalTypeParameter[]","232 B (0%)","12 (0%)"
"com.tvd12.ezyfoxserver.support.manager.EzyRequestCommandManager","288 B (0%)","12 (0%)"
"java.lang.invoke.LambdaForm$BasicType[]","400 B (0%)","12 (0%)"
"com.tvd12.ezyfoxserver.delegate.EzySimpleAppUserDelegate","264 B (0%)","11 (0%)"
"org.QTS.app.controller.CommonRequestController","264 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.context.EzySimpleAppContext$$Lambda$8.24606376","176 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimpleAppSetting","704 B (0%)","11 (0%)"
"org.QTS.app.config.AppConfig","264 B (0%)","11 (0%)"
"org.QTS.app.controller.HomeRequestController","176 B (0%)","11 (0%)"
"sun.reflect.generics.factory.CoreReflectionFactory","264 B (0%)","11 (0%)"
"java.net.StandardSocketOptions$StdSocketOption","264 B (0%)","11 (0%)"
"java.text.NumberFormat$Field","176 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyAppHandleExceptionImpl","264 B (0%)","11 (0%)"
"ch.qos.logback.core.status.InfoStatus","440 B (0%)","11 (0%)"
"org.QTS.app.controller.NetworkPlayerRequestController","176 B (0%)","11 (0%)"
"org.QTS.app.controller.FriendRequestController","176 B (0%)","11 (0%)"
"org.QTS.app.controller.ServerReadyController","264 B (0%)","11 (0%)"
"org.QTS.app.controller.UserAccessedAppController","176 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.context.EzySimpleAppContext","528 B (0%)","11 (0%)"
"org.QTS.Qworld.QworldSever$DecoratedAppEntryLoader$1","264 B (0%)","11 (0%)"
"org.QTS.app.controller.RoomSystemRequestController","176 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.wrapper.impl.EzyAppUserManagerImpl","440 B (0%)","11 (0%)"
"java.util.Collections$UnmodifiableMap","352 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.EzySimpleApplication","440 B (0%)","11 (0%)"
"org.QTS.Qworld.QworldSever$DecoratedAppEntryLoader","176 B (0%)","11 (0%)"
"java.util.concurrent.ThreadPoolExecutor","792 B (0%)","11 (0%)"
"short[]","816 B (0%)","11 (0%)"
"org.QTS.app.controller.EzyUserAppExit","352 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyAppSetupImpl","264 B (0%)","11 (0%)"
"java.lang.invoke.LambdaForm$NamedFunction[]","360 B (0%)","11 (0%)"
"java.nio.ByteBuffer[]","848 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.support.controller.EzyUserRequestAppSingletonController","528 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.support.controller.EzyUserRequestAppPrototypeController","352 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyAppSendResponseImpl","352 B (0%)","11 (0%)"
"org.QTS.app.controller.ItemExchangeRequestController","176 B (0%)","11 (0%)"
"com.tvd12.ezyfoxserver.support.factory.EzyAppResponseFactory","264 B (0%)","11 (0%)"
"sun.nio.ch.Util$BufferCache","240 B (0%)","10 (0%)"
"java.lang.annotation.ElementType","240 B (0%)","10 (0%)"
"sun.security.jca.ProviderConfig","320 B (0%)","10 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData[]","400 B (0%)","10 (0%)"
"java.lang.OutOfMemoryError","320 B (0%)","10 (0%)"
"sun.rmi.runtime.Log$LoggerLog","240 B (0%)","10 (0%)"
"sun.invoke.util.Wrapper","560 B (0%)","10 (0%)"
"java.util.zip.ZipFile$ZipFileInflaterInputStream","560 B (0%)","10 (0%)"
"java.util.Formatter$Flags","160 B (0%)","10 (0%)"
"com.tvd12.ezyfoxserver.constant.EzyEventType","240 B (0%)","10 (0%)"
"com.tvd12.ezyfoxserver.constant.EzyDisconnectReason","216 B (0%)","9 (0%)"
"java.rmi.server.Operation","144 B (0%)","9 (0%)"
"javassist.CtPrimitiveType","432 B (0%)","9 (0%)"
"java.util.regex.Pattern$GroupHead","216 B (0%)","9 (0%)"
"org.QTS.app.commands.RoomCommand","216 B (0%)","9 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","360 B (0%)","9 (0%)"
"java.util.logging.Level$KnownLevel","216 B (0%)","9 (0%)"
"jdk.internal.org.objectweb.asm.Type","288 B (0%)","9 (0%)"
"java.util.logging.Level","288 B (0%)","9 (0%)"
"java.util.regex.Pattern$GroupTail","216 B (0%)","9 (0%)"
"sun.util.logging.PlatformLogger$Level","216 B (0%)","9 (0%)"
"java.util.concurrent.Executors$FinalizableDelegatedExecutorService","128 B (0%)","8 (0%)"
"java.util.regex.Pattern$Branch","256 B (0%)","8 (0%)"
"java.util.Collections$UnmodifiableRandomAccessList","192 B (0%)","8 (0%)"
"sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl","192 B (0%)","8 (0%)"
"java.util.regex.Pattern$BranchConn","128 B (0%)","8 (0%)"
"sun.misc.ProxyGenerator$PrimitiveTypeInfo","256 B (0%)","8 (0%)"
"com.sun.proxy.$Proxy6","128 B (0%)","8 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySocketEventLoop$$Lambda$229.2110472873","128 B (0%)","8 (0%)"
"double[]","520 B (0%)","8 (0%)"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","448 B (0%)","8 (0%)"
"com.tvd12.ezyfox.concurrent.EzyThreadList","128 B (0%)","8 (0%)"
"java.lang.invoke.MethodHandleImpl$Intrinsic","192 B (0%)","8 (0%)"
"java.util.regex.Pattern$Node[]","192 B (0%)","8 (0%)"
"com.tvd12.ezyfoxserver.nio.socket.EzyNioSocketWriter","256 B (0%)","8 (0%)"
"java.math.RoundingMode","192 B (0%)","8 (0%)"
"java.lang.Boolean[]","216 B (0%)","7 (0%)"
"com.sun.management.VMOption$Origin","168 B (0%)","7 (0%)"
"ch.qos.logback.classic.Level","168 B (0%)","7 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit","280 B (0%)","7 (0%)"
"java.nio.file.attribute.FileTime","224 B (0%)","7 (0%)"
"com.sun.org.apache.xerces.internal.util.FeatureState","168 B (0%)","7 (0%)"
"sun.management.counter.Units","168 B (0%)","7 (0%)"
"java.net.DualStackPlainSocketImpl","616 B (0%)","7 (0%)"
"sun.nio.ch.WindowsSelectorImpl$SubSelector","224 B (0%)","7 (0%)"
"java.net.SocksSocketImpl","840 B (0%)","7 (0%)"
"sun.invoke.util.Wrapper[]","512 B (0%)","7 (0%)"
"java.net.NetPermission","168 B (0%)","7 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySocketEventLoopOneHandler$1","280 B (0%)","7 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor","560 B (0%)","7 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LL","224 B (0%)","7 (0%)"
"ch.qos.logback.core.spi.ContextAwareBase","168 B (0%)","7 (0%)"
"java.util.concurrent.RunnableScheduledFuture[]","560 B (0%)","7 (0%)"
"sun.util.calendar.ZoneInfo","392 B (0%)","7 (0%)"
"ch.qos.logback.core.joran.spi.ElementPath","112 B (0%)","7 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping","336 B (0%)","7 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue","224 B (0%)","7 (0%)"
"com.tvd12.ezyfox.concurrent.EzyErrorScheduledExecutorService","112 B (0%)","7 (0%)"
"sun.misc.PerfCounter","144 B (0%)","6 (0%)"
"sun.rmi.transport.tcp.TCPEndpoint","240 B (0%)","6 (0%)"
"java.util.BitSet","144 B (0%)","6 (0%)"
"sun.reflect.generics.tree.ClassSignature","144 B (0%)","6 (0%)"
"com.sun.org.apache.xerces.internal.util.Status","144 B (0%)","6 (0%)"
"com.sun.proxy.$Proxy9","96 B (0%)","6 (0%)"
"sun.reflect.generics.repository.MethodRepository","240 B (0%)","6 (0%)"
"sun.reflect.generics.repository.ClassRepository","192 B (0%)","6 (0%)"
"sun.management.MemoryPoolImpl$CollectionSensor","240 B (0%)","6 (0%)"
"sun.management.MemoryPoolImpl","336 B (0%)","6 (0%)"
"sun.reflect.generics.tree.MethodTypeSignature","192 B (0%)","6 (0%)"
"sun.reflect.generics.tree.ClassTypeSignature[]","144 B (0%)","6 (0%)"
"java.lang.ClassLoader$NativeLibrary","240 B (0%)","6 (0%)"
"ch.qos.logback.core.joran.event.EndEvent","192 B (0%)","6 (0%)"
"javassist.bytecode.InnerClassesAttribute","144 B (0%)","6 (0%)"
"com.sun.proxy.$Proxy10","96 B (0%)","6 (0%)"
"sun.reflect.generics.tree.TypeSignature[]","96 B (0%)","6 (0%)"
"java.util.Collections$1","144 B (0%)","6 (0%)"
"sun.management.MemoryPoolImpl$PoolSensor","240 B (0%)","6 (0%)"
"java.lang.Thread$State","144 B (0%)","6 (0%)"
"sun.reflect.generics.scope.MethodScope","144 B (0%)","6 (0%)"
"sun.reflect.generics.reflectiveObjects.TypeVariableImpl","192 B (0%)","6 (0%)"
"java.util.Collections$SynchronizedMap","192 B (0%)","6 (0%)"
"sun.util.locale.provider.LocaleResources$ResourceReference","288 B (0%)","6 (0%)"
"org.xml.sax.helpers.AttributesImpl","144 B (0%)","6 (0%)"
"javassist.bytecode.FloatInfo","144 B (0%)","6 (0%)"
"java.nio.DirectLongBufferU","336 B (0%)","6 (0%)"
"com.tvd12.ezyfox.constant.EzyLogLevel","192 B (0%)","6 (0%)"
"com.google.gson.TypeAdapter$1","96 B (0%)","6 (0%)"
"sun.reflect.generics.tree.FormalTypeParameter","144 B (0%)","6 (0%)"
"java.lang.invoke.LambdaForm$BasicType","192 B (0%)","6 (0%)"
"ch.qos.logback.core.joran.event.StartEvent","240 B (0%)","6 (0%)"
"java.util.regex.Pattern$Single","144 B (0%)","6 (0%)"
"sun.nio.cs.SingleByte$Decoder","240 B (0%)","5 (0%)"
"sun.util.calendar.Gregorian$Date","480 B (0%)","5 (0%)"
"java.util.concurrent.atomic.AtomicBoolean","80 B (0%)","5 (0%)"
"org.QTS.app.commands.NetworkPlayerCommand","120 B (0%)","5 (0%)"
"java.util.LinkedHashMap$LinkedValues","80 B (0%)","5 (0%)"
"sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer","120 B (0%)","5 (0%)"
"sun.nio.ch.AllocatedNativeObject","160 B (0%)","5 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State","120 B (0%)","5 (0%)"
"java.util.stream.StreamOpFlag$Type","120 B (0%)","5 (0%)"
"sun.util.locale.provider.LocaleProviderAdapter$Type","160 B (0%)","5 (0%)"
"sun.nio.ch.SelectionKeyImpl[]","49,424 B (0%)","5 (0%)"
"java.lang.reflect.TypeVariable[]","120 B (0%)","5 (0%)"
"sun.reflect.generics.scope.ClassScope","120 B (0%)","5 (0%)"
"com.sun.org.apache.xerces.internal.util.PropertyState","120 B (0%)","5 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State","120 B (0%)","5 (0%)"
"java.util.LinkedHashMap$LinkedKeySet","80 B (0%)","5 (0%)"
"javax.management.MBeanNotificationInfo","160 B (0%)","5 (0%)"
"sun.nio.fs.WindowsPathType","120 B (0%)","5 (0%)"
"java.util.stream.StreamOpFlag","200 B (0%)","5 (0%)"
"com.tvd12.ezyfoxserver.interceptor.EzyServerUserInterceptor","80 B (0%)","5 (0%)"
"ch.qos.logback.core.util.AggregationType","120 B (0%)","5 (0%)"
"ch.qos.logback.core.subst.Token$Type","120 B (0%)","5 (0%)"
"com.google.gson.internal.bind.TypeAdapters$32","120 B (0%)","5 (0%)"
"ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState","120 B (0%)","5 (0%)"
"javassist.bytecode.stackmap.TypeData$BasicType","120 B (0%)","5 (0%)"
"java.net.InetAddress","120 B (0%)","5 (0%)"
"javax.management.StandardEmitterMBean","160 B (0%)","5 (0%)"
"org.QTS.app.commands.HomeCommand","120 B (0%)","5 (0%)"
"com.tvd12.reflections.util.AbstractIterator$State","96 B (0%)","4 (0%)"
"com.google.gson.ReflectionAccessFilter$FilterResult","96 B (0%)","4 (0%)"
"sun.reflect.generics.tree.TypeVariableSignature","64 B (0%)","4 (0%)"
"java.util.RegularEnumSet","128 B (0%)","4 (0%)"
"ch.qos.logback.core.subst.Token","96 B (0%)","4 (0%)"
"sun.security.provider.SHA","224 B (0%)","4 (0%)"
"sun.security.provider.SecureRandom","128 B (0%)","4 (0%)"
"sun.nio.ch.WindowsSelectorImpl$SelectThread","1,600 B (0%)","4 (0%)"
"javassist.bytecode.MethodHandleInfo","96 B (0%)","4 (0%)"
"com.sun.proxy.$Proxy3","64 B (0%)","4 (0%)"
"ch.qos.logback.core.pattern.parser.Token","96 B (0%)","4 (0%)"
"com.tvd12.ezyfoxserver.socket.EzyBlockingSessionTicketsQueue","96 B (0%)","4 (0%)"
"com.sun.proxy.$Proxy14","64 B (0%)","4 (0%)"
"com.sun.proxy.$Proxy11","64 B (0%)","4 (0%)"
"com.sun.proxy.$Proxy12","64 B (0%)","4 (0%)"
"com.tvd12.ezyfoxserver.statistics.EzyNetworkBytesFrameMinute","192 B (0%)","4 (0%)"
"java.lang.ClassValue$Entry","128 B (0%)","4 (0%)"
"sun.management.MappedMXBeanType$CompositeDataMXBeanType","160 B (0%)","4 (0%)"
"java.util.stream.StreamShape","96 B (0%)","4 (0%)"
"java.util.jar.Manifest","96 B (0%)","4 (0%)"
"javassist.CtNewClass","256 B (0%)","4 (0%)"
"sun.net.www.protocol.jar.Handler","64 B (0%)","4 (0%)"
"com.tvd12.ezyfox.codec.EzyDecodeState","96 B (0%)","4 (0%)"
"java.net.Socket","128 B (0%)","4 (0%)"
"java.net.URLClassLoader$1","96 B (0%)","4 (0%)"
"sun.nio.ch.PollArrayWrapper","128 B (0%)","4 (0%)"
"org.graalvm.visualvm.lib.jfluid.wireprotocol.InstrumentMethodGroupResponse","128 B (0%)","4 (0%)"
"sun.misc.URLClassPath","192 B (0%)","4 (0%)"
"org.graalvm.visualvm.lib.jfluid.wireprotocol.InstrumentMethodGroupData","160 B (0%)","4 (0%)"
"ch.qos.logback.core.pattern.LiteralConverter","96 B (0%)","4 (0%)"
"sun.invoke.util.ValueConversions$WrapperCache[]","136 B (0%)","4 (0%)"
"org.graalvm.visualvm.lib.jfluid.wireprotocol.ClassLoadedCommand","128 B (0%)","4 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping","128 B (0%)","4 (0%)"
"ch.qos.logback.core.joran.action.NOPAction","72 B (0%)","3 (0%)"
"java.util.Base64$Encoder","72 B (0%)","3 (0%)"
"sun.nio.ch.WindowsSelectorImpl$FinishLock","72 B (0%)","3 (0%)"
"java.text.DigitList","120 B (0%)","3 (0%)"
"javassist.bytecode.DeprecatedAttribute","72 B (0%)","3 (0%)"
"ch.qos.logback.core.subst.Tokenizer$TokenizerState","72 B (0%)","3 (0%)"
"ch.qos.logback.core.spi.LogbackLock","48 B (0%)","3 (0%)"
"java.net.SocketInputStream","144 B (0%)","3 (0%)"
"java.lang.annotation.Annotation[]","48 B (0%)","3 (0%)"
"java.text.DecimalFormatSymbols","192 B (0%)","3 (0%)"
"java.lang.invoke.LambdaForm[]","624 B (0%)","3 (0%)"
"sun.misc.FloatingDecimal$BinaryToASCIIBuffer","120 B (0%)","3 (0%)"
"java.util.regex.Pattern$Ctype","72 B (0%)","3 (0%)"
"java.io.OutputStreamWriter","72 B (0%)","3 (0%)"
"javax.management.openmbean.OpenMBeanOperationInfoSupport","168 B (0%)","3 (0%)"
"java.lang.annotation.RetentionPolicy","72 B (0%)","3 (0%)"
"java.security.SecureRandom","192 B (0%)","3 (0%)"
"sun.util.locale.provider.LocaleServiceProviderPool","96 B (0%)","3 (0%)"
"java.io.BufferedOutputStream","72 B (0%)","3 (0%)"
"javassist.bytecode.MethodTypeInfo","72 B (0%)","3 (0%)"
"sun.nio.ch.WindowsSelectorImpl","384 B (0%)","3 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","120 B (0%)","3 (0%)"
"sun.rmi.transport.WeakRef","120 B (0%)","3 (0%)"
"java.util.Base64$Decoder","48 B (0%)","3 (0%)"
"sun.nio.ch.SourceChannelImpl","168 B (0%)","3 (0%)"
"java.util.stream.Collector$Characteristics","72 B (0%)","3 (0%)"
"java.net.InetAddress$CacheEntry","72 B (0%)","3 (0%)"
"com.tvd12.ezyfoxserver.nio.socket.EzyNioSocketChannel$$Lambda$407.489031728","48 B (0%)","3 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","216 B (0%)","3 (0%)"
"ch.qos.logback.core.joran.action.AppenderRefAction","96 B (0%)","3 (0%)"
"sun.security.provider.PolicyFile$PolicyEntry","72 B (0%)","3 (0%)"
"ch.qos.logback.core.joran.action.PropertyAction","72 B (0%)","3 (0%)"
"com.tvd12.ezyfoxserver.entity.EzyAbstractSession$$Lambda$405.556190173","48 B (0%)","3 (0%)"
"com.sun.proxy.$Proxy4","48 B (0%)","3 (0%)"
"java.nio.channels.spi.AbstractSelector$1","48 B (0%)","3 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap","96 B (0%)","3 (0%)"
"sun.rmi.transport.LiveRef","96 B (0%)","3 (0%)"
"sun.rmi.transport.Target","168 B (0%)","3 (0%)"
"java.text.AttributedCharacterIterator$Attribute","48 B (0%)","3 (0%)"
"java.rmi.server.Operation[]","88 B (0%)","3 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySimpleSocketDisconnection","72 B (0%)","3 (0%)"
"sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer","72 B (0%)","3 (0%)"
"java.security.SecurityPermission","72 B (0%)","3 (0%)"
"sun.management.MappedMXBeanType$ArrayMXBeanType","120 B (0%)","3 (0%)"
"java.util.zip.ZipEntry","240 B (0%)","3 (0%)"
"ch.qos.logback.core.spi.FilterReply","72 B (0%)","3 (0%)"
"sun.nio.ch.SinkChannelImpl","168 B (0%)","3 (0%)"
"java.net.SocketOutputStream","144 B (0%)","3 (0%)"
"java.io.FileOutputStream","96 B (0%)","3 (0%)"
"com.tvd12.ezyfoxserver.constant.EzyTransportType","72 B (0%)","3 (0%)"
